,x
1.2X31x27,0
1.2X32x27,1
1.2X27x28,1
1.2X28x28,1
1.2X29x28,1
1.2X30x28,1
1.2X31x28,1
1.2X32x28,1
1.2X17x5,3
1.2X18x5,3
1.2X19x5,3
1.2X20x5,3
1.2X21x5,3
1.2X22x5,0
1.2X23x5,0
1.2X24x5,3
1.2X25x5,3
1.2X26x5,0
1.2X27x5,0
1.2X16x6,3
1.2X17x6,3
1.2X18x6,3
1.2X19x6,3
1.2X20x6,3
1.2X21x6,3
1.2X22x6,3
1.2X23x6,0
1.2X24x6,1
1.2X25x6,0
1.2X26x6,0
1.2X27x6,1
1.2X28x6,3
1.2X29x6,0
1.2X15x7,3
1.2X16x7,3
1.2X17x7,3
1.2X18x7,3
1.2X19x7,3
1.2X20x7,3
1.2X21x7,3
1.2X22x7,0
1.2X23x7,3
1.2X24x7,3
1.2X25x7,1
1.2X26x7,0
1.2X27x7,0
1.2X28x7,1
1.2X29x7,0
1.2X30x7,1
1.2X31x7,0
1.2X32x7,1
1.2X15x8,0
1.2X16x8,3
1.2X17x8,3
1.2X18x8,3
1.2X19x8,3
1.2X20x8,3
1.2X21x8,0
1.2X22x8,3
1.2X23x8,0
1.2X24x8,0
1.2X25x8,0
1.2X26x8,0
1.2X27x8,0
1.2X28x8,1
1.2X29x8,0
1.2X30x8,0
1.2X31x8,0
1.2X32x8,1
1.2X15x9,3
1.2X16x9,3
1.2X17x9,3
1.2X18x9,3
1.2X19x9,3
1.2X20x9,3
1.2X21x9,3
1.2X22x9,0
1.2X23x9,0
1.2X24x9,0
1.2X25x9,0
1.2X26x9,0
1.2X27x9,0
1.2X28x9,0
1.2X29x9,0
1.2X30x9,0
1.2X31x9,0
1.2X32x9,1
2.4X18x10,1
2.4X19x10,0
2.4X20x10,1
2.4X21x10,1
2.4X22x10,0
2.4X23x10,0
2.4X24x10,1
2.4X25x10,1
2.4X26x10,0
2.4X27x10,1
2.4X28x10,1
2.4X29x10,1
2.4X30x10,1
2.4X31x10,1
2.4X32x10,0
2.4X17x11,3
2.4X18x11,0
2.4X19x11,1
2.4X20x11,1
2.4X21x11,1
2.4X22x11,1
2.4X23x11,0
2.4X24x11,1
2.4X25x11,1
2.4X26x11,1
2.4X27x11,1
2.4X28x11,1
2.4X29x11,1
2.4X30x11,1
2.4X31x11,1
2.4X32x11,0
2.4X16x12,3
2.4X17x12,0
2.4X18x12,1
2.4X19x12,1
2.4X20x12,1
2.4X21x12,0
2.4X22x12,1
2.4X23x12,1
2.4X24x12,1
2.4X25x12,0
2.4X26x12,1
2.4X27x12,1
2.4X28x12,0
2.4X29x12,1
2.4X30x12,0
2.4X31x12,0
2.4X32x12,0
2.4X15x13,1
2.4X16x13,3
2.4X17x13,1
2.4X18x13,1
2.4X19x13,1
2.4X20x13,1
2.4X21x13,1
2.4X22x13,0
2.4X23x13,1
2.4X24x13,1
2.4X25x13,0
2.4X26x13,0
2.4X27x13,1
2.4X28x13,0
2.4X29x13,1
2.4X30x13,1
2.4X31x13,1
2.4X32x13,0
2.4X14x14,1
2.4X15x14,3
2.4X16x14,0
2.4X17x14,3
2.4X18x14,3
2.4X19x14,1
2.4X20x14,1
2.4X21x14,1
2.4X22x14,0
2.4X23x14,1
2.4X24x14,1
2.4X25x14,0
2.4X26x14,0
2.4X27x14,0
2.4X28x14,1
2.4X29x14,1
2.4X30x14,1
2.4X31x14,0
2.4X32x14,0
2.4X14x15,3
2.4X15x15,0
2.4X16x15,3
2.4X17x15,1
2.4X18x15,3
2.4X19x15,3
2.4X20x15,1
2.4X21x15,1
2.4X22x15,0
2.4X23x15,0
2.4X24x15,0
2.4X25x15,1
2.4X26x15,0
2.4X27x15,0
2.4X28x15,1
2.4X29x15,0
2.4X30x15,0
2.4X31x15,0
2.4X32x15,0
2.4X13x16,1
2.4X14x16,3
2.4X15x16,3
2.4X16x16,0
2.4X17x16,0
2.4X18x16,1
2.4X19x16,0
2.4X20x16,1
2.4X21x16,1
2.4X22x16,0
2.4X23x16,0
2.4X24x16,0
2.4X25x16,1
2.4X26x16,0
2.4X28x16,0
2.4X29x16,0
2.4X30x16,1
2.4X31x16,1
2.4X32x16,1
2.4X12x17,1
2.4X13x17,3
2.4X14x17,0
2.4X15x17,3
2.4X16x17,0
2.4X17x17,3
2.4X18x17,0
2.4X19x17,1
2.4X20x17,1
2.4X21x17,1
2.4X22x17,1
2.4X23x17,0
2.4X24x17,1
2.4X25x17,1
2.4X26x17,1
2.4X27x17,1
2.4X28x17,1
2.4X29x17,0
2.4X30x17,1
2.4X31x17,0
2.4X32x17,0
2.4X12x18,1
2.4X13x18,3
2.4X14x18,3
2.4X15x18,3
2.4X16x18,3
2.4X17x18,3
2.4X18x18,1
2.4X19x18,1
2.4X20x18,0
2.4X21x18,1
2.4X22x18,0
2.4X23x18,1
2.4X24x18,1
2.4X25x18,1
2.4X26x18,1
2.4X27x18,1
2.4X28x18,0
2.4X29x18,1
2.4X30x18,0
2.4X31x18,1
2.4X32x18,0
2.4X12x19,3
2.4X13x19,3
2.4X14x19,0
2.4X15x19,1
2.4X16x19,1
2.4X17x19,1
2.4X18x19,1
2.4X19x19,0
2.4X20x19,1
2.4X21x19,2
2.4X22x19,0
2.4X23x19,1
2.4X24x19,1
2.4X25x19,1
2.4X26x19,1
2.4X27x19,1
2.4X28x19,2
2.4X29x19,1
2.4X30x19,1
2.4X31x19,1
2.4X32x19,1
2.4X12x20,3
2.4X13x20,1
2.4X14x20,3
2.4X15x20,0
2.4X16x20,4
2.4X17x20,4
2.4X18x20,1
2.4X19x20,1
2.4X20x20,1
2.4X21x20,1
2.4X22x20,2
2.4X23x20,0
2.4X24x20,0
2.4X25x20,1
2.4X26x20,1
2.4X27x20,1
2.4X28x20,1
2.4X29x20,1
2.4X30x20,0
2.4X31x20,0
2.4X32x20,1
2.4X11x21,1
2.4X12x21,0
2.4X13x21,1
2.4X14x21,1
2.4X15x21,1
2.4X16x21,4
2.4X17x21,3
2.4X18x21,3
2.4X20x21,3
2.4X21x21,1
2.4X22x21,1
2.4X23x21,1
2.4X24x21,1
2.4X25x21,1
2.4X26x21,1
2.4X27x21,1
2.4X28x21,1
2.4X29x21,1
2.4X30x21,1
2.4X31x21,1
2.4X32x21,1
2.4X11x22,1
2.4X12x22,1
2.4X13x22,1
2.4X14x22,1
2.4X16x22,1
2.4X17x22,0
2.4X18x22,3
2.4X19x22,1
2.4X20x22,3
2.4X21x22,1
2.4X22x22,1
2.4X23x22,1
2.4X24x22,1
2.4X25x22,1
2.4X26x22,1
2.4X27x22,1
2.4X28x22,1
2.4X29x22,1
2.4X30x22,1
2.4X11x23,1
2.4X12x23,1
2.4X13x23,1
2.4X14x23,3
2.4X15x23,1
2.4X16x23,3
2.4X17x23,0
2.4X18x23,0
2.4X19x23,0
2.4X20x23,0
2.4X21x23,0
2.4X22x23,1
2.4X23x23,1
2.4X24x23,1
2.4X25x23,1
2.4X26x23,1
2.4X27x23,0
2.4X10x24,1
2.4X11x24,1
2.4X12x24,1
2.4X13x24,1
2.4X14x24,1
2.4X15x24,0
2.4X16x24,1
2.4X17x24,1
2.4X18x24,1
2.4X19x24,1
2.4X20x24,4
2.4X21x24,0
2.4X22x24,0
2.4X23x24,1
2.4X24x24,1
2.4X25x24,1
2.4X26x24,1
2.4X11x25,1
2.4X12x25,1
2.4X13x25,1
2.4X14x25,1
2.4X15x25,0
2.4X16x25,3
2.4X17x25,1
2.4X18x25,1
2.4X19x25,3
2.4X20x25,3
2.4X21x25,1
2.4X22x25,1
2.4X23x25,0
2.4X24x25,1
2.4X25x25,1
2.4X13x26,1
2.4X14x26,0
2.4X15x26,0
2.4X16x26,3
2.4X17x26,1
2.4X18x26,0
2.4X19x26,1
2.4X20x26,0
2.4X21x26,1
2.4X22x26,1
2.4X23x26,1
2.4X24x26,1
2.4X16x27,1
2.4X17x27,1
2.4X18x27,1
2.4X19x27,1
2.4X20x27,0
2.4X21x27,1
2.4X22x27,1
2.4X18x28,1
2.4X19x28,1
2.4X20x28,1
2.4X21x28,1
2.4X22x28,1
2.4X20x2,1
2.4X21x2,0
2.4X22x2,0
2.4X23x2,0
2.4X24x2,0
2.4X25x2,0
2.4X26x2,1
2.4X27x2,0
2.4X28x2,0
2.4X29x2,0
2.4X30x2,0
2.4X31x2,0
2.4X32x2,0
2.4X19x3,1
2.4X20x3,0
2.4X21x3,0
2.4X22x3,0
2.4X23x3,0
2.4X24x3,0
2.4X25x3,1
2.4X26x3,1
2.4X27x3,1
2.4X28x3,0
2.4X29x3,0
2.4X30x3,1
2.4X31x3,0
2.4X32x3,0
2.4X19x4,1
2.4X20x4,0
2.4X21x4,0
2.4X22x4,0
2.4X24x4,0
2.4X25x4,1
2.4X26x4,1
2.4X27x4,0
2.4X28x4,0
2.4X29x4,0
2.4X30x4,1
2.4X31x4,0
2.4X32x4,0
2.4X19x5,0
2.4X20x5,0
2.4X21x5,0
2.4X22x5,0
2.4X23x5,0
2.4X24x5,0
2.4X25x5,0
2.4X26x5,0
2.4X27x5,0
2.4X28x5,0
2.4X29x5,0
2.4X30x5,0
2.4X31x5,3
2.4X32x5,0
2.4X19x6,1
2.4X20x6,0
2.4X21x6,0
2.4X22x6,1
2.4X23x6,0
2.4X24x6,0
2.4X25x6,1
2.4X26x6,0
2.4X27x6,1
2.4X28x6,0
2.4X29x6,0
2.4X30x6,1
2.4X31x6,0
2.4X32x6,0
2.4X18x7,1
2.4X19x7,0
2.4X20x7,0
2.4X21x7,0
2.4X22x7,0
2.4X23x7,0
2.4X24x7,0
2.4X25x7,0
2.4X26x7,0
2.4X27x7,0
2.4X28x7,1
2.4X29x7,0
2.4X30x7,1
2.4X31x7,1
2.4X32x7,1
2.4X18x8,1
2.4X19x8,1
2.4X20x8,1
2.4X21x8,1
2.4X22x8,1
2.4X23x8,0
2.4X24x8,0
2.4X26x8,1
2.4X27x8,1
2.4X28x8,1
2.4X29x8,0
2.4X30x8,1
2.4X31x8,1
2.4X32x8,1
2.4X18x9,0
2.4X19x9,0
2.4X20x9,0
2.4X21x9,0
2.4X22x9,1
2.4X23x9,1
2.4X24x9,1
2.4X26x9,1
2.4X27x9,1
2.4X28x9,0
2.4X29x9,0
2.4X30x9,1
2.4X31x9,1
2.4X32x9,1
3.3X10x10,0
3.3X11x10,0
3.3X12x10,0
3.3X13x10,0
3.3X14x10,0
3.3X15x10,1
3.3X16x10,1
3.3X17x10,1
3.3X18x10,1
3.3X19x10,2
3.3X20x10,2
3.3X21x10,1
3.3X22x10,1
3.3X23x10,2
3.3X24x10,2
3.3X2x10,0
3.3X3x10,3
3.3X4x10,0
3.3X6x10,0
3.3X7x10,2
3.3X8x10,1
3.3X9x10,0
3.3X10x11,0
3.3X11x11,1
3.3X12x11,0
3.3X13x11,0
3.3X14x11,0
3.3X15x11,2
3.3X16x11,2
3.3X17x11,2
3.3X18x11,2
3.3X19x11,2
3.3X20x11,2
3.3X21x11,2
3.3X22x11,2
3.3X23x11,1
3.3X24x11,2
3.3X2x11,0
3.3X3x11,0
3.3X4x11,0
3.3X5x11,0
3.3X6x11,1
3.3X7x11,0
3.3X8x11,0
3.3X9x11,2
3.3X10x12,0
3.3X11x12,1
3.3X12x12,1
3.3X13x12,1
3.3X14x12,1
3.3X15x12,2
3.3X16x12,2
3.3X17x12,1
3.3X18x12,2
3.3X19x12,2
3.3X20x12,2
3.3X21x12,2
3.3X22x12,2
3.3X23x12,2
3.3X24x12,2
3.3X2x12,0
3.3X3x12,0
3.3X4x12,0
3.3X5x12,0
3.3X6x12,0
3.3X7x12,0
3.3X8x12,0
3.3X9x12,2
3.3X10x13,0
3.3X11x13,2
3.3X12x13,1
3.3X13x13,1
3.3X14x13,0
3.3X15x13,2
3.3X16x13,1
3.3X17x13,2
3.3X18x13,2
3.3X19x13,2
3.3X20x13,2
3.3X21x13,2
3.3X22x13,2
3.3X23x13,2
3.3X2x13,0
3.3X3x13,3
3.3X4x13,0
3.3X5x13,0
3.3X6x13,3
3.3X7x13,3
3.3X8x13,1
3.3X9x13,2
3.3X11x14,1
3.3X12x14,2
3.3X13x14,1
3.3X14x14,1
3.3X15x14,1
3.3X16x14,3
3.3X17x14,2
3.3X18x14,2
3.3X19x14,2
3.3X20x14,2
3.3X21x14,1
3.3X22x14,2
3.3X23x14,2
3.3X24x14,2
3.3X2x14,0
3.3X3x14,0
3.3X4x14,0
3.3X5x14,0
3.3X6x14,0
3.3X7x14,0
3.3X8x14,0
3.3X9x14,0
3.3X10x15,3
3.3X11x15,0
3.3X12x15,0
3.3X13x15,1
3.3X14x15,2
3.3X15x15,1
3.3X16x15,2
3.3X17x15,1
3.3X18x15,1
3.3X19x15,0
3.3X20x15,1
3.3X21x15,2
3.3X22x15,2
3.3X23x15,2
3.3X24x15,2
3.3X2x15,0
3.3X3x15,0
3.3X4x15,0
3.3X5x15,0
3.3X6x15,0
3.3X7x15,0
3.3X8x15,2
3.3X9x15,0
3.3X10x16,3
3.3X11x16,2
3.3X12x16,3
3.3X13x16,2
3.3X14x16,0
3.3X15x16,0
3.3X16x16,2
3.3X17x16,2
3.3X18x16,1
3.3X19x16,2
3.3X20x16,0
3.3X21x16,2
3.3X22x16,2
3.3X23x16,2
3.3X2x16,0
3.3X3x16,0
3.3X4x16,0
3.3X5x16,0
3.3X6x16,2
3.3X7x16,0
3.3X8x16,0
3.3X9x16,0
3.3X10x17,0
3.3X11x17,0
3.3X12x17,0
3.3X13x17,1
3.3X14x17,0
3.3X15x17,2
3.3X16x17,1
3.3X17x17,3
3.3X18x17,1
3.3X19x17,2
3.3X20x17,3
3.3X21x17,1
3.3X22x17,2
3.3X2x17,0
3.3X3x17,0
3.3X4x17,0
3.3X5x17,0
3.3X6x17,0
3.3X7x17,0
3.3X8x17,0
3.3X9x17,2
3.3X10x18,1
3.3X11x18,0
3.3X12x18,0
3.3X13x18,2
3.3X14x18,2
3.3X15x18,1
3.3X16x18,2
3.3X17x18,1
3.3X18x18,3
3.3X19x18,2
3.3X20x18,4
3.3X21x18,1
3.3X22x18,1
3.3X2x18,0
3.3X3x18,0
3.3X4x18,0
3.3X5x18,0
3.3X6x18,0
3.3X7x18,2
3.3X8x18,0
3.3X9x18,3
3.3X10x19,2
3.3X11x19,0
3.3X12x19,0
3.3X13x19,0
3.3X14x19,2
3.3X15x19,0
3.3X16x19,0
3.3X17x19,2
3.3X18x19,1
3.3X19x19,0
3.3X20x19,2
3.3X21x19,3
3.3X22x19,2
3.3X2x19,0
3.3X3x19,0
3.3X4x19,0
3.3X5x19,0
3.3X6x19,0
3.3X7x19,0
3.3X8x19,3
3.3X9x19,0
3.3X10x20,0
3.3X11x20,0
3.3X12x20,2
3.3X13x20,2
3.3X14x20,1
3.3X15x20,2
3.3X16x20,2
3.3X17x20,3
3.3X18x20,3
3.3X19x20,0
3.3X20x20,2
3.3X21x20,2
3.3X2x20,0
3.3X3x20,0
3.3X4x20,0
3.3X5x20,3
3.3X6x20,0
3.3X7x20,0
3.3X8x20,1
3.3X9x20,0
3.3X10x21,1
3.3X11x21,0
3.3X12x21,2
3.3X13x21,1
3.3X14x21,0
3.3X15x21,1
3.3X16x21,3
3.3X17x21,0
3.3X18x21,0
3.3X2x21,0
3.3X3x21,0
3.3X4x21,0
3.3X5x21,0
3.3X6x21,0
3.3X7x21,2
3.3X8x21,1
3.3X9x21,2
3.3X10x22,2
3.3X11x22,1
3.3X12x22,0
3.3X13x22,0
3.3X14x22,2
3.3X16x22,1
3.3X17x22,0
3.3X18x22,3
3.3X2x22,0
3.3X3x22,0
3.3X4x22,3
3.3X5x22,0
3.3X6x22,0
3.3X7x22,0
3.3X8x22,2
3.3X9x22,0
3.3X10x23,0
3.3X11x23,2
3.3X12x23,0
3.3X13x23,3
3.3X14x23,1
3.3X15x23,2
3.3X16x23,2
3.3X17x23,0
3.3X18x23,2
3.3X2x23,3
3.3X3x23,0
3.3X4x23,0
3.3X5x23,0
3.3X6x23,0
3.3X7x23,3
3.3X8x23,1
3.3X9x23,1
3.3X10x24,0
3.3X11x24,1
3.3X12x24,2
3.3X13x24,2
3.3X14x24,2
3.3X15x24,1
3.3X16x24,1
3.3X17x24,2
3.3X2x24,0
3.3X3x24,0
3.3X4x24,0
3.3X5x24,0
3.3X6x24,1
3.3X7x24,0
3.3X8x24,0
3.3X9x24,3
3.3X10x25,1
3.3X11x25,2
3.3X12x25,2
3.3X13x25,2
3.3X14x25,2
3.3X15x25,0
3.3X16x25,2
3.3X2x25,0
3.3X3x25,0
3.3X4x25,0
3.3X5x25,0
3.3X6x25,0
3.3X7x25,4
3.3X8x25,4
3.3X9x25,2
3.3X10x26,1
3.3X11x26,2
3.3X12x26,4
3.3X13x26,1
3.3X14x26,2
3.3X15x26,4
3.3X4x26,2
3.3X5x26,0
3.3X6x26,2
3.3X7x26,0
3.3X8x26,0
3.3X9x26,0
3.3X10x27,2
3.3X11x27,0
3.3X12x27,0
3.3X13x27,2
3.3X14x27,3
3.3X15x27,2
3.3X12x28,2
3.3X13x28,2
3.3X14x28,2
3.3X10x2,2
3.3X11x2,1
3.3X12x2,2
3.3X13x2,2
3.3X14x2,2
3.3X15x2,0
3.3X16x2,1
3.3X17x2,1
3.3X18x2,0
3.3X19x2,0
3.3X20x2,1
3.3X21x2,1
3.3X22x2,0
3.3X23x2,1
3.3X6x2,2
3.3X7x2,2
3.3X8x2,1
3.3X9x2,2
3.3X10x3,1
3.3X11x3,2
3.3X12x3,2
3.3X13x3,2
3.3X14x3,0
3.3X16x3,0
3.3X17x3,2
3.3X18x3,2
3.3X19x3,1
3.3X20x3,2
3.3X21x3,1
3.3X22x3,2
3.3X23x3,1
3.3X6x3,2
3.3X7x3,1
3.3X8x3,2
3.3X9x3,1
3.3X10x4,0
3.3X11x4,2
3.3X12x4,1
3.3X13x4,1
3.3X14x4,1
3.3X15x4,0
3.3X16x4,1
3.3X17x4,2
3.3X18x4,2
3.3X19x4,1
3.3X20x4,2
3.3X21x4,2
3.3X22x4,1
3.3X6x4,2
3.3X7x4,1
3.3X8x4,2
3.3X9x4,2
3.3X10x5,2
3.3X11x5,2
3.3X12x5,1
3.3X13x5,2
3.3X14x5,1
3.3X15x5,2
3.3X16x5,1
3.3X17x5,1
3.3X18x5,1
3.3X19x5,1
3.3X20x5,0
3.3X21x5,2
3.3X6x5,2
3.3X7x5,2
3.3X8x5,2
3.3X9x5,1
3.3X10x6,1
3.3X11x6,1
3.3X12x6,0
3.3X13x6,2
3.3X14x6,1
3.3X15x6,2
3.3X16x6,1
3.3X17x6,2
3.3X18x6,2
3.3X19x6,1
3.3X20x6,1
3.3X2x6,0
3.3X4x6,0
3.3X5x6,1
3.3X6x6,0
3.3X7x6,1
3.3X8x6,2
3.3X9x6,0
3.3X10x7,0
3.3X11x7,0
3.3X12x7,1
3.3X13x7,1
3.3X14x7,2
3.3X15x7,0
3.3X16x7,1
3.3X17x7,2
3.3X18x7,1
3.3X19x7,1
3.3X20x7,0
3.3X21x7,1
3.3X22x7,2
3.3X2x7,0
3.3X3x7,1
3.3X4x7,0
3.3X5x7,0
3.3X6x7,0
3.3X7x7,1
3.3X8x7,0
3.3X9x7,1
3.3X10x8,0
3.3X11x8,0
3.3X12x8,0
3.3X13x8,2
3.3X14x8,2
3.3X15x8,4
3.3X16x8,2
3.3X17x8,2
3.3X18x8,2
3.3X19x8,2
3.3X20x8,2
3.3X21x8,1
3.3X22x8,0
3.3X23x8,1
3.3X24x8,2
3.3X2x8,0
3.3X3x8,0
3.3X4x8,0
3.3X5x8,1
3.3X6x8,1
3.3X7x8,0
3.3X8x8,0
3.3X9x8,0
3.3X10x9,2
3.3X11x9,0
3.3X12x9,0
3.3X13x9,0
3.3X14x9,1
3.3X15x9,1
3.3X16x9,2
3.3X17x9,1
3.3X18x9,0
3.3X19x9,2
3.3X20x9,2
3.3X21x9,2
3.3X22x9,0
3.3X23x9,2
3.3X24x9,1
3.3X2x9,0
3.3X3x9,0
3.3X4x9,0
3.3X5x9,1
3.3X6x9,2
3.3X7x9,2
3.3X8x9,0
3.3X9x9,0
